,Language Example,Language index
1667,"Суу ашауу джыйымдыкъ, кёбюсюне чыранладанды. Суу къобууу джылы кёзюудеди. Аягъындан 28 км-де сууну о",krc
1668,"Puro, Chile mak sai inu nasionál ba Xile. Ramón Carnicer hakerek tiha kantiga iha tinan 1828 no Euse",tet
1669,چڑی پنجہ اک سدا بہار نکے تے گوڈے ہرے رنگ دے پتیاں والی ویل اے۔ اے کند نال چمٹی ہوئی اتے چڑدی جاندی ا,pnb
1670,"Amagama athi cardiac kunye ne-cardio omabini athetha nge""ntliziyo"", ngoko ke ukuba into inesimaphamb",xho
1671,اسے لڑی وچّ ہی لوک سنگیت منڈلی بھدوڑ اتے سرسوتی رکارڈنگ کمپنی دلی نچھتر چھتے دے دو گیت ریکارڈ کرواے ,pnb
1672,"Islam er den største ikke-kristne religionen i Skottland, men utgjør bare 0,8% av befolkningen. Det ",nob
1673,"Breaking Away, 2002: News & Review led 30 weeklies in a national effort to cover the issue of priest",eng
1674,اس پنڈ دی بھوئیں نوں تھل نہر دا پانی لگدا اے ۔ پنڈ دے ناں دے نال ٹی ڈی اے(TDA=Thal Develpment Author,pnb
1675,S'òmine chi abaidaiat colende sos trenos est unu romanzu grogu de Georges Simenon s'iscritore berzia,srd
1676,Sa Creja o sa comunidade de sos chi creene in Gesu Cristu est una realtde importante de su cristiane,srd
1677,Dezenvolve servisu governu – governu sei fornese servisu hirak ne'e ba oin to tinan lima ka sanulu a,tet
1678,گوہر رضا(جنم 17 اگست 1956) اک بھارتی سائنس دان، موہری اردو شاعر، اک سماجی کارکن ہن۔ ایہناں دا وگیان ,pnb
1679,Wright made one appearance for an England XI side that played an Anglo-Scots team in the King George,eng
1680,"Напісаў 8 кніг, у тым ліку «Даэдыпава паходжаньне і псыхааналітычнае лячэньне палавых парушэньняў» (",be-tarask
1681,ผู้กล้าซึนซ่าส์กับจอมมารสู้ชีวิต (ญี่ปุ่น: はたらく魔王さま! Hataraku Mao sama! ?) เป็นไลท์โนเวลญี่ปุ่น แต่ง,tha
1682,Louis Jolyon West was appointed by the court in his capacity as a brainwashing expert and worked wit,eng
1683,"The relay teams consist of four biathletes. Legs 1 and 2 are done by the women, legs 3 and 4 by the ",eng
1684,مرفی نے اٹلی چ لڑدیاں ہوئیاں دریا وولٹر تے، اینزیو دے کنڈیاں تے تے ٹھنڈے الپس دیاں پہاڑاں چ پنے آپ ن,pnb
1685,Konstituisaun (lia-portugés: Constituição; bahasa Indonesia: Konstitusi) — liafuan alternativu Lei-I,tet
1686,"Транспартныя сувязі па прасёлкавай, а затым аўтамабільнай дарозе Бабруйск — Гомель. Планоўка складае",be-tarask
1687,"Нзэрэкарэ (па-француску: Nzérékoré) — адзін зь васьмі рэгіёнаў Гвінэі, які месьціцца на поўднёвам ус",be-tarask
1688,گوریلا الٹی انگلاں دے پار تے چلدے نیں فروٹ چک کے یا بچاؤ لئی اوہ دو پیراں تے کج پینڈے تک چل سکدے نیں,pnb
1689,"Det kan derfor virke ironisk at det var gjennom kona, tilbake i England, at Harrison møtte Maharishi",nob
1690,"Nanku umzekelo wengxaki ye-mathematika: ""Ubudala bukaJohn buphinda-phinda kathathu obukaMary. Kwimin",xho
1691,5 ธันวาคม พ.ศ. 2501 เลื่อนเป็นพระราชาคณะชั้นเทพที่ พระเทพเมธากร สุนทรธรรมวรยุต พุทธบริษัทปสาทการี ตร,tha
1692,چک 108 ڈبلیو بی ضلع وہاڑی دی تصیل میلسی دا اک پنڈ اے ۔ اس پنڈ دی زمیناں نوں پاکپتن نہر سسٹم دے اک حص,pnb
1693,Johnson continued to add to the Glass House estate during each period of his career. He added a smal,eng
1694,"On 9 August 2016, Carvajal started in the UEFA Super Cup clash against Sevilla in Trondheim, and sco",eng
1695,Lausi (iha lia-portugés: Lausi) suku ida iha Timór Lorosa'e nian. Suku ne'e iha postu administrativu,tet
1696,"On 14 October 2011 Katsikas signed a four years contract with PAOK, after he was released from Irakl",eng
1697,"After retiring from cricket in 2001, Sohail became chief selector for the national team, his tenure ",eng
1698,اسدا جم سنگھیڑا، ضلع سنگرور(اجکلھ ضلع برنالہ) وچّ ہویا۔ اسنے پنجابی، ہندی اتے سماجیات دی ایم۔اے۔ کیت,pnb
1699,ब्राड्ली जोन हड्ज (जन्म २९ डिसेम्बर १९७४) अस्ट्रेलियन क्रिकेटर छी । ओ मध्य क्रमक दाहिना हाते ब्याट्स,mai
1700,Humboi (iha lia-portugés: Humboe) suku ida iha Timór Lorosa'e nian. Suku ne'e iha postu administrati,tet
1701,Узно́гі — колішняя вёска ў Баранавіцкім раёне Берасьцейскай вобласьці. Узногі ўваходзілі ў склад Мал,be-tarask
1702,Matéria ida iha grupu Zoolojia nia laran nebe buka matenek no fihir sientífiku kona ba labadain no s,tet
1703,"Framstående Harrison-sanger fra Beatles-tiden inkluderer «If I Needed Someone», «I Want to Tell You»",nob
1704,Valdivel Jayalakshmi (born 5 August 1971) is an Indian sprinter. She competed in the women's 4 × 100,eng
1705,"Теберди — туризмни, альпинизмни эмда климат-бальнеологиялы багъыуну аралыгъыды. Гара суула бла багъы",krc
1706,سویٹزرلینڈ دا کوئی سرکاری مذہب نیں پر زیادہ تر کینٹناں دے گرچے ہے نیں (سواۓ جینوا تے نواں شیٹل دے) ج,pnb
1707,I- keylogger yintwana ye-spyware okanye ye-computer hardware eshicilela ii-keystrokes fumana iinkcuk,xho
1708,شاگردی ،Apprenticeship اک سکھلائی دی پرنالی ہے۔اس وچّ آؤن والی نسل دے سکھاندروآں نوں کسے وپار،دوکاند,pnb
1709,"Lo mthetho uthi xa uyazi i-mass ye-object okanye yento, usengakwazi ukubala ukuba ingakanani na i-fo",xho
1710,"Ba lian indonézia no ba inglés fo de'it nia estatu hanesan ""lian serbisu nian, ne'ebé uza iha admini",tet
1711,Seloi Malere (iha lia-portugés: Seloi Malere) suku ida iha Timór Lorosa'e nian. Suku ne'e iha postu ,tet
1712,"Вінкранж (люксэмб. Wëntger, фр. Wincrange) — камуна ў Люксэмбургу, разьмяшчаецца ў акрузе Дыкірх. Ка",be-tarask
1713,กรุง ศรีวิไล มีชื่อจริงว่า กรุงศรีวิไล สุทินเผือก (ชื่อเดิม: นที สุทินเผือก; ชื่อเล่น: เอ๊ด) เกิดวัน,tha
1714,Zizigidi-gidi zabantu ehlabathini jikelele abathe bagonywa kwaye kuqikeleleka ukuba oku kusindise im,xho
1715,کرکٹ ورلڈ کپ کرکٹ دی عالمی جنگ اے جیڑی کئی ٹیماں دے وچکار کھیڈی جاندی اے تے جتن آلی ٹیم نوں ٹرافی دت,pnb
1716,Buffy Summers (Sarah Michelle Gellar) flytter til småbyen Sunnydale i California. Byen ligger tilfel,nob
1717,قصور وچ ہندی، سنسکرت، برج بولی بولیاں توں اڈ پنجابی بولی وچ خیال بندشاں دی پرانی روایت سی۔ ایتھوں دے,pnb
1718,"Kwiintsomi zesiGrike, iiArgonaut zikhenketha elwandle. AmaGrike abeka amakoloni ukuze ajikeleze ulwa",xho
1719,"Элде, Ара Кавказны тау мийиклерини жаныуар бла битим байлыгъын сакъларгъа деб къуралгъан Къабарты-Ма",krc
1720,Preokupasaun seriu ida tan maka violensia bazeada ba jeneru. Feto kontinua nafatin sai subjetu ba vi,tet
1721,ہرکشن سنگھ سرجیت (23 مارچ 1916 – 1 اگست 2008) پنجابی مول دے کمیونسٹ پارٹی آف انڈیا (مارکسی) یعنی سی ,pnb
1722,رابرٹ اے ملیکنز (22 مارچ 1868- 19 دسمبر 1953) اک امریکی فزکس گرو سی۔ اوہنے الیکٹران دے چارج دی کھوج ,pnb
1723,คำว่าส่งกำลังบำรุงในทางทหาร ถ้าอธิบายกันอย่างง่าย ๆ ก็คือให้การสนับสนุนกองกำลังที่ตั้งอยู่ตามพื้นที่,tha
1724,"(DE) Architektur und das Phänomen Wandels. Die drei Raumkonzeptionem in der Architektur, Tübingen 19",srd
1725,Ogni die iscriede in su diariu sos incontros cun sas tribù e populatziones e sas iscobertas chi beni,srd
1726,"1940 джылны 24-чи сентябрында Германия, Италия эм Япония Ючлю пактха: дунияны джангы юлешиу эмда аск",krc
1727,"Figura daruak Estadu nian, ""La Sama"" substitui, iha 2008, Prezidente Repúblika, José Ramos-Horta, ne",tet
1728,Sithi isizwe somzi ontsundu ka Ubusika sobuphelile bubeke umbona omnizinzi oqinileyo ukwenzela ukuba,xho
1729,น้ำตกโยงเป็นน้ำตกที่มีความสวยงามมากมีน้ำไหลตลอดทั้งปี เป็นน้ำตกที่มีหน้าผาสูงชันมีน้ำไหลลงมาเหมือนเก,tha
1730,"Sa Tzecoslovàchia fiat fintzas a sa II gherra mundiale unu istadu cun medas ètnias, in ue Ebreos, Te",srd
1731,Han ble kåret til tidenes mest populære krimhelt gjennom tidene i 2004 av Dagbladets lesere og fikk ,nob
